Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
23,115,2,PN1341,"January 24, 2018,  05:00 PM",On the Nomination PN1341,"Confirmation Samuel Dale Brownback, of Kansas, to be Ambassasador at Large for International Religious Freedom","Samuel Dale Brownback, of Kansas, to be Ambassador at Large for International Religious Freedom","Nomination Confirmed (49-49, Vice President voted Yea)",'1/2',49,0,0,2,0,47,0,0,0,2,0,0,49,49,0,2,Yea
24,115,2,PN1079,"January 25, 2018,  01:40 PM",On the Nomination PN1079,"Confirmation R. D. James, of Missouri, to be an Assistant Secretary of the Army","R. D. James, of Missouri, to be an Assistant Secretary of the Army",Nomination Confirmed (89-1),'1/2',45,0,0,6,43,0,0,4,1,1,0,0,89,1,0,10,
25,115,2,S. 2311,"January 29, 2018,  05:50 PM",On Cloture on the Motion to Proceed S. 2311,Motion to Invoke Cloture on the Motion to Proceed to the Consideration of S. 2311,"A bill to amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes.","Cloture on the Motion to Proceed Rejected (51-46, 3/5 majority required)",'3/5',48,2,0,1,3,42,0,2,0,2,0,0,51,46,0,3,
26,115,2,PN1423,"January 29, 2018,  06:17 PM",On the Cloture Motion PN1423,Motion to Invoke Cloture Re: David Ryan Stras to be U.S. Circuit Judge for the Eighth Circuit,"David Ryan Stras, of Minnesota, to be United States Circuit Judge for the Eighth Circuit",Cloture Motion Agreed to (57-41),'1/2',50,0,0,1,7,39,0,1,0,2,0,0,57,41,0,2,
27,115,2,PN1423,"January 30, 2018,  02:15 PM",On the Nomination PN1423,"Confirmation David Ryan Stras, of Minnesota, to be U.S. Circuit Judge for the Eighth Circuit","David Ryan Stras, of Minnesota, to be United States Circuit Judge for the Eighth Circuit",Nomination Confirmed (56-42),'1/2',49,0,0,2,7,40,0,0,0,2,0,0,56,42,0,2,
28,115,2,PN927,"February 5, 2018,  05:01 PM",On the Nomination PN927,"Confirmation Andrei Iancu, of California, to be Under Secretary of Commerce for Intellectual Property and Director of the U.S. Patent and Trademark Office","Andrei Iancu, of California, to be Under Secretary of Commerce for Intellectual Property and Director of the United States Patent and Trademark Office",Nomination Confirmed (94-0),'1/2',47,0,0,4,45,0,0,2,2,0,0,0,94,0,0,6,
29,115,2,H.R. 695,"February 8, 2018,  11:41 AM",On the Cloture Motion H.R. 695,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 695,"To amend the National Child Protection Act of 1993 to establish a voluntary national criminal history background check system and criminal history review program for certain individuals who, related to their employment, have access to children, the elderly, or individuals with disabilities, and for other purposes.","Cloture Motion Rejected (55-44, 3/5 majority required)",'3/5',49,1,0,1,6,41,0,0,0,2,0,0,55,44,0,1,
30,115,2,H.R. 1892,"February 9, 2018,  12:59 AM",On the Cloture Motion H.R. 1892,Motion to Invoke Cloture Re: Motion to Concur in the House Amdt. to the Senate Amdt. to H.R. 1892 with an Amendment (SA 1930),"A bill to amend title 4, United States Code, to provide for the flying of the flag at half-staff in the event of the death of a first responder in the line of duty.","Cloture Motion Agreed to (73-26, 3/5 majority required)",'3/5',35,15,0,1,37,10,0,0,1,1,0,0,73,26,0,1,
31,115,2,H.R. 1892,"February 9, 2018,  01:31 AM",On the Motion (Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1892 with an Amendment (SA 1930)),Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1892 with an Amendment (SA 1930),"A bill to amend title 4, United States Code, to provide for the flying of the flag at half-staff in the event of the death of a first responder in the line of duty.",Motion Agreed to (71-28),'1/2',34,16,0,1,36,11,0,0,1,1,0,0,71,28,0,1,
32,115,2,H.R. 2579,"February 12, 2018,  05:35 PM",On Cloture on the Motion to Proceed H.R. 2579,Motion to Invoke Cloture on the Motion to Proceed to the Consideration of H.R. 2579,A bill to amend the Internal Revenue Code of 1986 to allow the premium tax credit with respect to unsubsidized COBRA continuation coverage.,"Cloture on the Motion to Proceed Agreed to (97-1, 3/5 majority required)",'3/5',49,1,0,1,46,0,0,1,2,0,0,0,97,1,0,2,
33,115,2,,"February 15, 2018,  02:33 PM",On the Cloture Motion S.Amdt. 1955 to S.Amdt. 1958 to H.R. 2579 (Broader Options for Americans Act),Motion to Invoke Cloture on Amdt. No. 1955,"To provide relief from removal and adjustment of status of certain individuals who are long-term United States residents and who entered the United States before reaching the age of 18, improve border security, foster United States engagement in Central America, and for other purposes.","Cloture Motion Rejected (52-47, 3/5 majority required)",'3/5',4,46,0,1,46,1,0,0,2,0,0,0,52,47,0,1,
34,115,2,,"February 15, 2018,  03:08 PM",On the Cloture Motion S.Amdt. 1948 to S.Amdt. 1959 to H.R. 2579 (Broader Options for Americans Act),Motion to Invoke Cloture on Amdt. No. 1948,To ensure that State and local law enforcement may cooperate with Federal officials to protect our communities from violent criminals and suspected terrorists who are illegally present in the United States.,"Cloture Motion Rejected (54-45, 3/5 majority required)",'3/5',50,0,0,1,4,43,0,0,0,2,0,0,54,45,0,1,
35,115,2,,"February 15, 2018,  03:28 PM",On the Cloture Motion S.Amdt. 1958 to H.R. 2579 (Broader Options for Americans Act),Motion to Invoke Cloture on Amdt. No. 1958 As Modified,Of a perfecting nature.,"Cloture Motion Rejected (54-45, 3/5 majority required)",'3/5',8,42,0,1,44,3,0,0,2,0,0,0,54,45,0,1,
36,115,2,,"February 15, 2018,  03:49 PM",On the Cloture Motion S.Amdt. 1959 to H.R. 2579 (Broader Options for Americans Act),Motion to Invoke Cloture on Amdt. No. 1959,In the nature of a substitute.,"Cloture Motion Rejected (39-60, 3/5 majority required)",'3/5',36,14,0,1,3,44,0,0,0,2,0,0,39,60,0,1,
37,115,2,PN1404,"February 26, 2018,  05:27 PM",On the Cloture Motion PN1404,"Motion to Invoke Cloture on Elizabeth L. Branch, of Georgia, to be U.S. Circuit Judge for the Eleventh Circuit","Elizabeth L. Branch, of Georgia, to be United States Circuit Judge for the Eleventh Circuit",Cloture Motion Agreed to (72-22),'1/2',46,0,0,5,25,21,0,1,1,1,0,0,72,22,0,6,
38,115,2,PN1404,"February 27, 2018,  04:01 PM",On the Nomination PN1404,"Confirmation: Elizabeth L. Branch, of Georgia, to be U.S. Circuit Judge for the Eleventh Circuit","Elizabeth L. Branch, of Georgia, to be United States Circuit Judge for the Eleventh Circuit",Nomination Confirmed (73-23),'1/2',48,0,0,3,24,22,0,1,1,1,0,0,73,23,0,4,
39,115,2,PN367,"February 27, 2018,  04:31 PM",On the Cloture Motion PN367,Motion to Invoke Cloture Re: Russell Vought to be Deputy Director of the Office of Management and Budget,"Russell Vought, of Virginia, to be Deputy Director of the Office of Management and Budget",Cloture Motion Agreed to (49-48),'1/2',49,0,0,2,0,46,0,1,0,2,0,0,49,48,0,3,
40,115,2,PN367,"February 28, 2018,  04:31 PM",On the Nomination PN367,"Confirmation Russell Vought, of Virginia, to be Deputy Director of the Office of Management and Budget ","Russell Vought, of Virginia, to be Deputy Director of the Office of Management and Budget","Nomination Confirmed (49-49, Vice President voted Yea)",'1/2',49,0,0,2,0,47,0,0,0,2,0,0,49,49,0,2,Yea
41,115,2,PN884,"February 28, 2018,  05:07 PM",On the Cloture Motion PN884,"Motion to Invoke Cloture on A. Marvin Quattlebaum, Jr., of South Carolina, to be U.S. District Judge for the District of South Carolina","A. Marvin Quattlebaum, Jr., of South Carolina, to be United States District Judge for the District of South Carolina",Cloture Motion Agreed to (69-29),'1/2',49,0,0,2,19,28,0,0,1,1,0,0,69,29,0,2,
42,115,2,PN884,"March 1, 2018,  11:54 AM",On the Nomination PN884,"Confirmation A. Marvin Quattlebaum, Jr. of South Carolina, to be U.S. District Judge for the District of South Carolina","A. Marvin Quattlebaum, Jr., of South Carolina, to be United States District Judge for the District of South Carolina",Nomination Confirmed (69-28),'1/2',48,0,0,3,20,27,0,0,1,1,0,0,69,28,0,3,
43,115,2,PN992,"March 1, 2018,  12:25 PM",On the Cloture Motion PN992,Motion to Invoke Cloture Re: Karen Gren Scholer to be U.S. District Judge for the Northern District of Texas,"Karen Gren Scholer, of Texas, to be United States District Judge for the Northern District of Texas",Cloture Motion Agreed to (96-1),'1/2',48,0,0,3,46,1,0,0,2,0,0,0,96,1,0,3,
44,115,2,PN755,"March 1, 2018,  12:44 PM",On the Cloture Motion PN755,Motion to Invoke Cloture Re: Tilman Eugene Self III to be U.S. District Judge for the Middle District of Georgia,"Tilman Eugene Self III, of Georgia, to be United States District Judge for the Middle District of Georgia",Cloture Motion Agreed to (85-12),'1/2',48,0,0,3,36,11,0,0,1,1,0,0,85,12,0,3,
45,115,2,PN876,"March 1, 2018,  01:31 PM",On the Cloture Motion PN876,Motion to Invoke Cloture Re: Terry A. Doughty to be U.S. District Judge for the Western District of Louisiana ,"Terry A. Doughty, of Louisiana, to be United States District Judge for the Western District of Louisiana",Cloture Motion Agreed to (94-2),'1/2',48,0,0,3,44,2,0,1,2,0,0,0,94,2,0,4,
46,115,2,PN992,"March 5, 2018,  05:31 PM",On the Nomination PN992,"Confirmation Karen Gren Scholer, of Texas, to be U.S. District Judge for the Northern District of Texas","Karen Gren Scholer, of Texas, to be United States District Judge for the Northern District of Texas",Nomination Confirmed (95-0),'1/2',47,0,0,4,46,0,0,1,2,0,0,0,95,0,0,5,
47,115,2,PN755,"March 5, 2018,  06:11 PM",On the Nomination PN755,"Confirmation Tilman Eugene Self III, of Georgia, to be U.S. District Judge for the Middle District of Georgia","Tilman Eugene Self III, of Georgia, to be United States District Judge for the Middle District of Georgia",Nomination Confirmed (85-11),'1/2',47,0,0,4,37,10,0,0,1,1,0,0,85,11,0,4,
48,115,2,S. 2155,"March 6, 2018,  11:02 AM",On the Cloture Motion S. 2155,Motion to Invoke Cloture on the Motion to Proceed to S. 2155,"A bill to promote economic growth, provide tailored regulatory relief, and enhance consumer protections, and for other purposes.","Cloture Motion Agreed to (67-32, 3/5 majority required)",'3/5',50,0,0,1,16,31,0,0,1,1,0,0,67,32,0,1,
49,115,2,PN876,"March 6, 2018,  11:40 AM",On the Nomination PN876,"Confirmation Terry A. Doughty, of Louisiana, to be U.S. District Judge for the Western District of Louisiana","Terry A. Doughty, of Louisiana, to be United States District Judge for the Western District of Louisiana",Nomination Confirmed (98-0),'1/2',50,0,0,1,46,0,0,1,2,0,0,0,98,0,0,2,
50,115,2,,"March 12, 2018,  05:38 PM","On the Cloture Motion S.Amdt. 2151 to S. 2155 (Economic Growth, Regulatory Relief, and Consumer Protection Act)","Motion to Invoke Cloture on Crapo Amendment No. 2151, As Modified",In the nature of a substitute.,"Cloture Motion Agreed to (66-30, 3/5 majority required)",'3/5',49,0,0,2,16,29,0,2,1,1,0,0,66,30,0,4,
51,115,2,,"March 14, 2018,  03:51 PM","On the Amendment S.Amdt. 2151 to S. 2155 (Economic Growth, Regulatory Relief, and Consumer Protection Act)",Crapo Amdt. No. 2151 As Modified,In the nature of a substitute.,Amendment Agreed to (67-31),'1/2',50,0,0,1,16,30,0,1,1,1,0,0,67,31,0,2,
52,115,2,S. 2155,"March 14, 2018,  04:19 PM",On the Cloture Motion S. 2155,Motion to Invoke Cloture on S. 2155,"A bill to promote economic growth, provide tailored regulatory relief, and enhance consumer protections, and for other purposes.","Cloture Motion Agreed to (67-31, 3/5 majority required)",'3/5',50,0,0,1,16,30,0,1,1,1,0,0,67,31,0,2,
53,115,2,S. 2155,"March 14, 2018,  05:50 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: S. 2155),Motion to Waive All Applicable Budgetary Discipline Re: S. 2155,"A bill to promote economic growth, provide tailored regulatory relief, and enhance consumer protections, and for other purposes.","Motion Agreed to (67-31, 3/5 majority required)",'3/5',50,0,0,1,16,30,0,1,1,1,0,0,67,31,0,2,
54,115,2,S. 2155,"March 14, 2018,  06:16 PM",On Passage of the Bill S. 2155,"S. 2155, Amended","A bill to promote economic growth, provide tailored regulatory relief, and enhance consumer protections, and for other purposes.",Bill Passed (67-31),'1/2',50,0,0,1,16,30,0,1,1,1,0,0,67,31,0,2,
55,115,2,PN1373,"March 14, 2018,  06:42 PM",On the Cloture Motion PN1373,Motion to Invoke Cloture on the Nomination of Kevin K. McAleenan to be Commissioner of U.S. Customs and Border Protection,"Kevin K. McAleenan, of Hawaii, to be Commissioner of U.S. Customs and Border Protection, Department of Homeland Security",Cloture Motion Agreed to (79-19),'1/2',50,0,0,1,28,18,0,1,1,1,0,0,79,19,0,2,
56,115,2,PN1373,"March 19, 2018,  05:36 PM",On the Nomination PN1373,"Confirmation Kevin K. McAleenan, of Hawaii, to be Commissioner of U.S. Customs and Border Protection","Kevin K. McAleenan, of Hawaii, to be Commissioner of U.S. Customs and Border Protection, Department of Homeland Security",Nomination Confirmed (77-19),'1/2',47,0,0,4,29,18,0,0,1,1,0,0,77,19,0,4,
57,115,2,H.R. 1865,"March 19, 2018,  06:06 PM",On Cloture on the Motion to Proceed H.R. 1865,Motion to Invoke Cloture on the Motion to Proceed to H.R. 1865,"A bill to amend the Communications Act of 1934 to clarify that section 230 of such Act does not prohibit the enforcement against providers and users of interactive computer services of Federal and State criminal and civil law relating to sexual exploitation of children or sex trafficking, and for other purposes.","Cloture on the Motion to Proceed Agreed to (94-2, 3/5 majority required)",'3/5',46,1,0,4,46,1,0,0,2,0,0,0,94,2,0,4,
58,115,2,S.J.Res. 54,"March 20, 2018,  04:34 PM",On the Motion to Table S.J.Res. 54,Motion to Table the Motion to Discharge S. J. Res. 54,A joint resolution to direct the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,Motion to Table Agreed to (55-44),'1/2',45,5,0,1,10,37,0,0,0,2,0,0,55,44,0,1,
59,115,2,,"March 21, 2018,  02:54 PM",On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Wyden Amdt. No. 2213),Motion to Waive All Applicable Budgetary Discipline Re: Wyden Amdt. No. 2213,To provide additional funding to the Department of Justice to combat the online facilitation of sex trafficking.,"Motion Rejected (21-78, 3/5 majority required)",'3/5',0,50,0,1,20,27,0,0,1,1,0,0,21,78,0,1,
60,115,2,H.R. 1865,"March 21, 2018,  03:22 PM",On Passage of the Bill H.R. 1865,H.R. 1865,"A bill to amend the Communications Act of 1934 to clarify that section 230 of such Act does not prohibit the enforcement against providers and users of interactive computer services of Federal and State criminal and civil law relating to sexual exploitation of children or sex trafficking, and for other purposes.",Bill Passed (97-2),'1/2',49,1,0,1,46,1,0,0,2,0,0,0,97,2,0,1,
61,115,2,H.R. 1625,"March 22, 2018,  10:44 PM",On the Motion for Attendance H.R. 1625,Motion to Instruct the Sergeant-at-Arms to Request the Presence of Absentee Senators,"A bill to amend the State Department Basic Authorities Act of 1956 to include severe forms of trafficking in persons within the definition of transnational organized crime for purposes of the rewards program of the Department of State, and for other purposes.",Motion for Attendance Agreed to (91-6),'1/2',42,6,0,3,47,0,0,0,2,0,0,0,91,6,0,3,
62,115,2,H.R. 1625,"March 23, 2018,  12:01 AM",On the Cloture Motion H.R. 1625,Motion to Invoke Cloture on the Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1625,"A bill to amend the State Department Basic Authorities Act of 1956 to include severe forms of trafficking in persons within the definition of transnational organized crime for purposes of the rewards program of the Department of State, and for other purposes.","Cloture Motion Agreed to (67-30, 3/5 majority required)",'3/5',27,21,0,3,39,8,0,0,1,1,0,0,67,30,0,3,
63,115,2,H.R. 1625,"March 23, 2018,  12:21 AM",On the Motion (Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1625),Motion to Concur in the House Amendment to the Senate Amendment to H.R. 1625,"A bill to amend the State Department Basic Authorities Act of 1956 to include severe forms of trafficking in persons within the definition of transnational organized crime for purposes of the rewards program of the Department of State, and for other purposes.",Motion Agreed to (65-32),'1/2',25,23,0,3,39,8,0,0,1,1,0,0,65,32,0,3,
64,115,2,PN596,"April 9, 2018,  05:32 PM",On the Cloture Motion PN596,"Motion to Invoke Cloture on Claria Horn Boom, of Kentucky, to be U.S. District Judge for the Eastern and Western Districts of Kentucky","Claria Horn Boom, of Kentucky, to be United States District Judge for the Eastern and Western Districts of Kentucky",Cloture Motion Agreed to (96-2),'1/2',50,0,0,1,45,1,0,1,1,1,0,0,96,2,0,2,
65,115,2,PN596,"April 10, 2018,  12:11 PM",On the Nomination PN596,"Confirmation Claria Horn Boom, of Kentucky, to be U.S. District Judge for the Eastern and Western Districts of Kentucky","Claria Horn Boom, of Kentucky, to be United States District Judge for the Eastern and Western Districts of Kentucky",Nomination Confirmed (96-1),'1/2',50,0,0,1,45,0,0,2,1,1,0,0,96,1,0,3,
66,115,2,PN1443,"April 10, 2018,  02:15 PM",On the Cloture Motion PN1443,Motion to Invoke Cloture Re: John F. Ring to be a Member of the National Labor Relations Board,"John F. Ring, of the District of Columbia, to be a Member of the National Labor Relations Board for the term of five years expiring December 16, 2022",Cloture Motion Agreed to (50-47),'1/2',50,0,0,1,0,45,0,2,0,2,0,0,50,47,0,3,
67,115,2,PN1443,"April 11, 2018,  12:21 PM",On the Nomination PN1443,"Confirmation John F. Ring, of the District of Columbia, to be a Member of the National Labor Relations Board","John F. Ring, of the District of Columbia, to be a Member of the National Labor Relations Board for the term of five years expiring December 16, 2022",Nomination Confirmed (50-48),'1/2',50,0,0,1,0,46,0,1,0,2,0,0,50,48,0,2,
68,115,2,PN1395,"April 11, 2018,  12:58 PM",On the Cloture Motion PN1395,"Motion to Invoke Cloture Re: Patrick Pizzella, to be Deputy Secretary of Labor","Patrick Pizzella, of Virginia, to be Deputy Secretary of Labor",Cloture Motion Agreed to (50-48),'1/2',50,0,0,1,0,46,0,1,0,2,0,0,50,48,0,2,
69,115,2,PN1395,"April 12, 2018,  09:29 AM",On the Nomination PN1395,"Confirmation Patrick Pizzella, of Virginia, to be Deputy Secretary of Labor","Patrick Pizzella, of Virginia, to be Deputy Secretary of Labor",Nomination Confirmed (50-48),'1/2',50,0,0,1,0,46,0,1,0,2,0,0,50,48,0,2,
70,115,2,PN1426,"April 12, 2018,  10:04 AM",On the Cloture Motion PN1426,Motion to Invoke Cloture: Andrew Wheeler to be Deputy Administrator of the Environmental Protection Agency,"Andrew Wheeler, of Virginia, to be Deputy Administrator of the Environmental Protection Agency",Cloture Motion Agreed to (53-45),'1/2',50,0,0,1,3,43,0,1,0,2,0,0,53,45,0,2,
71,115,2,PN1426,"April 12, 2018,  03:56 PM",On the Nomination PN1426,"Confirmation Andrew Wheeler, of Virginia, to be Deputy Administrator of the Environmental Protection Agency","Andrew Wheeler, of Virginia, to be Deputy Administrator of the Environmental Protection Agency",Nomination Confirmed (53-45),'1/2',50,0,0,1,3,43,0,1,0,2,0,0,53,45,0,2,
