Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
61,107,2,,"April 10, 2002,  09:47 AM",On the Cloture Motion S.Amdt. 2989 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),Motion to Invoke Cloture on the Feinstein Amdt. No.2989,"To provide regulatory oversight over energy trading markets, and for other purposes.",Cloture Motion Rejected (48-50),'1/2',2,46,0,1,45,4,0,1,1,0,0,0,48,50,0,2,
62,107,2,,"April 10, 2002,  02:02 PM",On the Amendment S.Amdt. 3047 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),Craig Amdt. No. 3047,To provide for consumer protections and electric reliability.,Amendment Rejected (32-67),'1/2',20,29,0,0,12,37,0,1,0,1,0,0,32,67,0,1,
63,107,2,,"April 11, 2002,  12:05 PM","On the Amendment S.Amdt. 2907 to S. 565 (Martin Luther King, Jr. Equal Protection of Voting Rights Act of 2002)",Roberts Amdt. No. 2907,To eliminate the administrative procedures of requiring election officials to notify voters by mail whether or not their individual vote was counted.,Amendment Agreed to (56-43),'1/2',46,3,0,0,10,39,0,1,0,1,0,0,56,43,0,1,
64,107,2,,"April 11, 2002,  12:35 PM","On the Amendment S.Amdt. 3108 to S. 565 (Martin Luther King, Jr. Equal Protection of Voting Rights Act of 2002)",Clinton Amdt. No. 3108,To establish a residual ballot performance benchmark.,Amendment Rejected (48-52),'1/2',0,49,0,0,47,3,0,0,1,0,0,0,48,52,0,0,
65,107,2,S. 565,"April 11, 2002,  12:55 PM",On Passage of the Bill S. 565,"S.565, as amended","A bill to require States and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to Federal elections, to establish grant programs to provide assistance to States and localities to met those requirements and to improve election technology and the administration of Federal elections, to establish the Election Administration Commission, and for other purposes.",Bill Passed (99-1),'1/2',48,1,0,0,50,0,0,0,1,0,0,0,99,1,0,0,
66,107,2,,"April 11, 2002,  03:45 PM",On the Amendment S.Amdt. 3094 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),"Durbin Amdt. No. 3094, as modified",To establish a Consumer Energy Commission to assess and provide recommendations regarding energy price spikes from the perspective of consumers.,Amendment Agreed to (69-30),'1/2',18,30,0,1,50,0,0,0,1,0,0,0,69,30,0,1,
67,107,2,,"April 11, 2002,  04:22 PM",On the Motion to Table S.Amdt. 3114 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),Motion to Table Feinstein Amdt. No. 3114,To reduce the period of time in which the Administrator may act on a petition by 1 or more States to waive the renewable fuel content requirement.,Motion to Table Agreed to (61-36),'1/2',27,20,0,2,33,16,0,1,1,0,0,0,61,36,0,3,
68,107,2,PN882,"April 15, 2002,  05:30 PM",On the Nomination PN882,"Confirmation: Terrence L. O'Brien, of Wyoming, to be U.S. Circuit Judge for the Tenth Circuit.","Terrence L. O'Brien, of Wyoming, to be United States Circuit Judge for the Tenth Circuit",Nomination Confirmed (98-0),'1/2',48,0,0,1,49,0,0,1,1,0,0,0,98,0,0,2,
69,107,2,PN1323,"April 17, 2002,  10:04 AM",On the Nomination PN1323,"Confirmation: Lance M. Africk, of Louisiana, to be U.S. District Judge for the Eastern District of Louisiana","Lance M. Africk, of Louisiana, to be United States District Judge for the Eastern District of Louisiana",Nomination Confirmed (97-0),'1/2',48,0,0,1,48,0,0,2,1,0,0,0,97,0,0,3,
70,107,2,,"April 18, 2002,  11:53 AM",On the Cloture Motion S.Amdt. 3133 to S.Amdt. 3132 to S.Amdt. 2917 to S. 517,Motion to Invoke Cloture on the Stevens Amendment No. 3133,"To create jobs for Americans, to strengthen the United States steel industry, to reduce dependence on foreign sources of crude oil and energy, to promote national security.","Cloture Motion Rejected (36-64, 3/5 majority required)",'3/5',30,19,0,0,6,44,0,0,0,1,0,0,36,64,0,0,
71,107,2,,"April 18, 2002,  12:20 PM",On the Cloture Motion S.Amdt. 3132 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),Motion to Invoke Cloture on the Murkowski Amendment No. 31323,"To create jobs for Americans, to reduce dependence on foreign sources of crude oil and energy, to strengthen the economic self determination of the Inupiat Eskimos and to promote national security.","Cloture Motion Rejected (46-54, 3/5 majority required)",'3/5',41,8,0,0,5,45,0,0,0,1,0,0,46,54,0,0,
72,107,2,,"April 18, 2002,  04:55 PM",On the Amendment S.Amdt. 3159 to S.Amdt. 2917 to S. 517 (National Laboratories Partnership Improvement Act of 2001),Murkowski Amendment No. 3159,To make the United States' energy policy toward Iraq consistent with the national security policies of the United States.,Amendment Agreed to (88-10),'1/2',43,5,0,1,44,5,0,1,1,0,0,0,88,10,0,2,
73,107,2,,"April 18, 2002,  07:05 PM",On the Amendment S.Amdt. 3161 to H.R. 3525 (Enhanced Border Security and Visa Entry Reform Act of 2002),Byrd Amendment No. 3161,To revise provisions relating to the compliance by institutions and other entities with record keeping and reporting requirements with respect to nonimmigrant students and exchange visitors.,Amendment Agreed to (97-0),'1/2',48,0,0,1,48,0,0,2,1,0,0,0,97,0,0,3,
74,107,2,,"April 18, 2002,  07:31 PM",On the Amendment S.Amdt. 3162 to H.R. 3525 (Enhanced Border Security and Visa Entry Reform Act of 2002),Byrd Amendment No. 3162,To require as a condition of a country's designation or continued designation as a program country under the Visa Waiver Program that the country reports to the United States Government  the theft of blank passports issued by that country.,Amendment Agreed to (97-0),'1/2',48,0,0,1,48,0,0,2,1,0,0,0,97,0,0,3,
75,107,2,H.R. 3525,"April 18, 2002,  07:46 PM",On the Amendment H.R. 3525,"H.R. 3525, as amended","A bill to enhance the border security of the United States, and for other purposes.",Amendment Agreed to (97-0),'1/2',48,0,0,1,48,0,0,2,1,0,0,0,97,0,0,3,
