Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
27,114,1,,"January 22, 2015,  11:10 PM",On the Motion to Table S.Amdt. 30 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Motion to Table Leahy Amdt. No. 30,To strike a provision relating to judicial review.,Motion to Table Agreed to (53-41),'1/2',51,0,0,3,2,39,0,3,0,2,0,0,53,41,0,6,
28,114,1,,"January 22, 2015,  11:33 PM",On the Motion to Table S.Amdt. 74 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Motion to Table Reed Amdt. No. 74,"To express the sense of the Senate that the Low-Income Home Energy Assistance Program should be funded at not less than $4,700,000,000 annually.",Motion to Table Agreed to (49-45),'1/2',49,2,0,3,0,41,0,3,0,2,0,0,49,45,0,6,
29,114,1,,"January 26, 2015,  05:31 PM",On the Cloture Motion S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Motion to Invoke Cloture on the Murkowski Amdt. No. 2,In the nature of a substitute.,"Cloture Motion Rejected (53-39, 3/5 majority required)",'3/5',49,1,0,4,4,36,0,4,0,2,0,0,53,39,0,8,
30,114,1,S. 1,"January 26, 2015,  05:58 PM",On the Cloture Motion S. 1,Motion to Invoke Cloture on S. 1,A bill to approve the Keystone XL Pipeline.,"Cloture Motion Rejected (53-39, 3/5 majority required)",'3/5',49,1,0,4,4,36,0,4,0,2,0,0,53,39,0,8,
31,114,1,,"January 28, 2015,  02:33 PM",On the Amendment S.Amdt. 75 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Cardin Amdt. No. 75,To provide communities that rely on drinking water from a source that may be affected by a tar sands spill from the Keystone XL pipeline an analysis of the potential risks to public health and the environment from a leak or rupture of the pipeline.,"Amendment Rejected (36-62, 3/5 majority required)",'3/5',0,53,0,1,34,9,0,1,2,0,0,0,36,62,0,2,
32,114,1,,"January 28, 2015,  03:03 PM",On the Amendment S.Amdt. 70 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Peters Amdt. No. 70,"To require that the Administrator of the Pipeline and Hazardous Materials Safety Administration make a certification and submit to Congress the results of a study before the pipeline may be constructed, connected, operated, or maintained.","Amendment Rejected (40-58, 3/5 majority required)",'3/5',1,52,0,1,37,6,0,1,2,0,0,0,40,58,0,2,
33,114,1,,"January 28, 2015,  03:22 PM",On the Amendment S.Amdt. 23 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Sanders Amdt. No. 23,"To increase the quantity of solar photovoltaic electricity by providing rebates for the purchase and installation of an additional 10,000,000 photovoltaic systems by 2025.","Amendment Rejected (40-58, 3/5 majority required)",'3/5',0,53,0,1,38,5,0,1,2,0,0,0,40,58,0,2,
34,114,1,,"January 28, 2015,  03:41 PM",On the Amendment S.Amdt. 15 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Cruz Amdt. No 15,To promote economic growth and job creation by increasing exports.,"Amendment Rejected (53-45, 3/5 majority required)",'3/5',52,1,0,1,1,42,0,1,0,2,0,0,53,45,0,2,
35,114,1,,"January 28, 2015,  04:01 PM",On the Amendment S.Amdt. 73 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Moran Amdt. No. 73,To delist the lesser prairie-chicken as a threatened species under the Endangered Species Act of 1973.,"Amendment Rejected (54-44, 3/5 majority required)",'3/5',53,0,0,1,1,42,0,1,0,2,0,0,54,44,0,2,
36,114,1,,"January 28, 2015,  04:19 PM",On the Amendment S.Amdt. 148 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Whitehouse Amdt. No. 148,To require campaign finance disclosures for certain persons benefitting from tar sands development.,"Amendment Rejected (44-52, 3/5 majority required)",'3/5',0,51,0,3,42,1,0,1,2,0,0,0,44,52,0,4,
37,114,1,,"January 28, 2015,  04:39 PM",On the Amendment S.Amdt. 132 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Daines Amdt. No. 132,To express the sense of Congress regarding the designation of National Monuments.,"Amendment Rejected (50-47, 3/5 majority required)",'3/5',49,3,0,2,1,42,0,1,0,2,0,0,50,47,0,3,
38,114,1,,"January 28, 2015,  05:02 PM",On the Amendment S.Amdt. 115 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Coons Amdt. No. 115,To express the sense of Congress regarding climate change and infrastructure.,"Amendment Rejected (47-51, 3/5 majority required)",'3/5',2,51,0,1,43,0,0,1,2,0,0,0,47,51,0,2,
39,114,1,,"January 28, 2015,  05:23 PM",On the Amendment S.Amdt. 166 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Murkowski Amdt. No. 166,To release certain wilderness study areas from management for preservation as wilderness.,"Amendment Rejected (50-48, 3/5 majority required)",'3/5',49,4,0,1,1,42,0,1,0,2,0,0,50,48,0,2,
40,114,1,,"January 28, 2015,  05:44 PM",On the Amendment S.Amdt. 133 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Heitkamp Amdt. No. 133,To express the sense of Congress that the Internal Revenue Code of 1986 should be amended to extend the credit with respect to facilities producing energy from certain renewable resources.,"Amendment Rejected (47-51, 3/5 majority required)",'3/5',3,50,0,1,42,1,0,1,2,0,0,0,47,51,0,2,
41,114,1,,"January 28, 2015,  06:03 PM",On the Amendment S.Amdt. 48 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Gillibrand Amdt. No. 48,To modify the definition of underground injection.,"Amendment Rejected (35-63, 3/5 majority required)",'3/5',0,53,0,1,33,10,0,1,2,0,0,0,35,63,0,2,
42,114,1,,"January 29, 2015,  11:29 AM",On the Amendment S.Amdt. 246 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Daines Admt. No. 246,To express the sense of Congress that reauthorizing the Land and Water Conservation Fund should be a priority.,"Amendment Rejected (47-51, 3/5 majority required)",'3/5',45,8,0,1,2,41,0,1,0,2,0,0,47,51,0,2,
43,114,1,,"January 29, 2015,  11:59 AM",On the Amendment S.Amdt. 92 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Burr Amdt. No. 92 As Modified,To permanently reauthorize the Land and Water Conservation Fund.,"Amendment Rejected (59-39, 3/5 majority required)",'3/5',14,39,0,1,43,0,0,1,2,0,0,0,59,39,0,2,
44,114,1,,"January 29, 2015,  12:25 PM",On the Amendment S.Amdt. 77 to S. 1 (Keystone XL Pipeline Act),Udall Amdt. No. 77,"To establish a renewable electricity standard, and for other purposes.","Amendment Rejected (45-53, 3/5 majority required)",'3/5',4,49,0,1,39,4,0,1,2,0,0,0,45,53,0,2,
45,114,1,S. 1,"January 29, 2015,  12:46 PM",On the Cloture Motion S. 1,Upon Reconsideration Motion to Invoke Cloture on S.1,A bill to approve the Keystone XL Pipeline.,"Cloture Motion Agreed to (62-35, 3/5 majority required)",'3/5',53,0,0,1,9,33,0,2,0,2,0,0,62,35,0,3,
46,114,1,,"January 29, 2015,  02:36 PM",On the Amendment S.Amdt. 155 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Booker Amdt. No. 155,To allow permitting agencies to consider new circumstances and new information.,Amendment Rejected (41-56),'1/2',0,52,0,2,39,4,0,1,2,0,0,0,41,56,0,3,
47,114,1,,"January 29, 2015,  03:10 PM",On the Amendment S.Amdt. 141 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Markey Amdt. No. 141,To delay the effective date until the President determines that the pipeline will not have certain negative impacts.,Amendment Rejected (36-62),'1/2',0,53,0,1,34,9,0,1,2,0,0,0,36,62,0,2,
48,114,1,,"January 29, 2015,  03:30 PM",On the Amendment S.Amdt. 178 to S.Amdt. 2 to S. 1 (Keystone XL Pipeline Act),Markey Amdt. No. 178,To ensure that products derived from tar sands are treated as crude oil for purposes of the Federal excise tax on petroleum.,Amendment Rejected (44-54),'1/2',0,53,0,1,42,1,0,1,2,0,0,0,44,54,0,2,
49,114,1,S. 1,"January 29, 2015,  03:47 PM",On Passage of the Bill S. 1,S.1 As Amended,A bill to approve the Keystone XL Pipeline.,Bill Passed (62-36),'1/2',53,0,0,1,9,34,0,1,0,2,0,0,62,36,0,2,
50,114,1,H.R. 203,"February 3, 2015,  12:01 PM",On Passage of the Bill H.R. 203,H.R. 203,"A bill to direct the Secretary of Veterans Affairs to provide for the conduct of annual evaluations of mental health care and suicide prevention programs of the Department of Veterans Affairs, to require a pilot program on loan repayment for psychiatrists who agree to serve in the Veterans Health Administration of the Department of Veterans Affairs, and for other purposes.",Bill Passed (99-0),'1/2',53,0,0,1,44,0,0,0,2,0,0,0,99,0,0,1,
51,114,1,H.R. 240,"February 3, 2015,  02:32 PM",On Cloture on the Motion to Proceed H.R. 240,Motion to Invoke Cloture on the Motion to Proceed to H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture on the Motion to Proceed Rejected (51-48, 3/5 majority required)",'3/5',51,2,0,1,0,44,0,0,0,2,0,0,51,48,0,1,
52,114,1,H.R. 240,"February 4, 2015,  02:47 PM",On Cloture on the Motion to Proceed H.R. 240,Upon Reconsideration Motion to Invoke Cloture on the Motion to Proceed to H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture on the Motion to Proceed Rejected (53-47, 3/5 majority required)",'3/5',53,1,0,0,0,44,0,0,0,2,0,0,53,47,0,0,
53,114,1,H.R. 240,"February 5, 2015,  11:32 AM",On Cloture on the Motion to Proceed H.R. 240,Motion to Invoke Cloture on the Motion to Proceed to H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture on the Motion to Proceed Rejected (52-47, 3/5 majority required)",'3/5',52,2,0,0,0,43,0,1,0,2,0,0,52,47,0,1,
54,114,1,PN60,"February 9, 2015,  05:32 PM",On the Nomination PN60,"Confirmation Michael P. Botticelli, of the District of Columbia, to be Director of National Drug Control Policy","Michael P. Botticelli, of the District of Columbia, to be Director of National Drug Control Policy",Nomination Confirmed (92-0),'1/2',46,0,0,8,44,0,0,0,2,0,0,0,92,0,0,8,
55,114,1,S. 295,"February 11, 2015,  03:46 PM",On Passage of the Bill S. 295,S. 295 As Amended,"A bill to amend section 2259 of title 18, United States Code, and for other purposes.",Bill Passed (98-0),'1/2',53,0,0,1,43,0,0,1,2,0,0,0,98,0,0,2,
56,114,1,PN1,"February 12, 2015,  02:07 PM",On the Nomination PN1,"Confirmation Ashton B. Carter, of Massachusetts, to be Secretary of Defense","Ashton B. Carter, of Massachusetts, to be Secretary of Defense",Nomination Confirmed (93-5),'1/2',48,5,0,1,43,0,0,1,2,0,0,0,93,5,0,2,
57,114,1,H.R. 240,"February 23, 2015,  05:32 PM",On Cloture on the Motion to Proceed H.R. 240,Motion to Invoke Cloture on the Motion to Proceed to H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture on the Motion to Proceed Rejected (47-46, 3/5 majority required)",'3/5',47,2,0,5,0,42,0,2,0,2,0,0,47,46,0,7,
58,114,1,H.R. 240,"February 25, 2015,  02:47 PM",On Cloture on the Motion to Proceed H.R. 240,"Upon Reconsideration, Motion to Invoke Cloture on the Motion to Proceed to H.R. 240","A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture on the Motion to Proceed Agreed to (98-2, 3/5 majority required)",'3/5',52,2,0,0,44,0,0,0,2,0,0,0,98,2,0,0,
59,114,1,H.R. 240,"February 27, 2015,  10:02 AM",On the Cloture Motion H.R. 240,Motion to Invoke Cloture on H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture Motion Agreed to (68-31, 3/5 majority required)",'3/5',23,31,0,0,43,0,0,1,2,0,0,0,68,31,0,1,
60,114,1,,"February 27, 2015,  10:35 AM","On the Motion to Table S.Amdt. 258 to S.Amdt. 257 to H.R. 240 (Department of Homeland Security Appropriations Act, 2015)",Motion to Table Amdt. No. 258,Of a perfecting nature.,Motion to Table Failed (34-65),'1/2',34,20,0,0,0,43,0,1,0,2,0,0,34,65,0,1,
61,114,1,,"February 27, 2015,  10:52 AM","On the Amendment S.Amdt. 255 to H.R. 240 (Department of Homeland Security Appropriations Act, 2015)",Cochran Amdt. No. 255,Of a perfecting nature.,Amendment Agreed to (66-33),'1/2',21,33,0,0,43,0,0,1,2,0,0,0,66,33,0,1,
62,114,1,H.R. 240,"February 27, 2015,  11:10 AM",On Passage of the Bill H.R. 240,"H.R. 240, As Amended","A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",Bill Passed (68-31),'1/2',23,31,0,0,43,0,0,1,2,0,0,0,68,31,0,1,
63,114,1,S. 534,"February 27, 2015,  11:29 AM",On Cloture on the Motion to Proceed S. 534,Motion to Invoke Cloture on the Motion to Proceed to S.534,A bill to prohibit funds from being used to carry out certain Executive actions related to immigration and for other purposes.,"Cloture on the Motion to Proceed Rejected (57-42, 3/5 majority required)",'3/5',53,1,0,0,4,39,0,1,0,2,0,0,57,42,0,1,
64,114,1,H.R. 240,"March 2, 2015,  05:30 PM",On the Cloture Motion H.R. 240,"Motion to Invoke Cloture on the Motion to Insist on Senate Amdt., Agree to a Conference, and Authorize Appointment of Conferees Re: H.R. 240","A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.","Cloture Motion Rejected (47-43, 3/5 majority required)",'3/5',47,0,0,7,0,41,0,3,0,2,0,0,47,43,0,10,
65,114,1,H.R. 240,"March 2, 2015,  05:56 PM",On the Motion to Table H.R. 240,Motion to Table the House Message to Accompany H.R. 240,"A bill making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes.",Motion to Table Agreed to (58-31),'1/2',16,31,0,7,40,0,0,4,2,0,0,0,58,31,0,11,
66,114,1,S.J.Res. 8,"March 3, 2015,  02:18 PM",On the Motion to Proceed S.J.Res. 8,Motion to Proceed to S.J.Res.8,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",Motion to Proceed Agreed to (53-45),'1/2',53,0,0,1,0,43,0,1,0,2,0,0,53,45,0,2,
67,114,1,S.J.Res. 8,"March 4, 2015,  11:38 AM",On the Joint Resolution S.J.Res. 8,S.J.Res.8,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",Joint Resolution Passed (53-46),'1/2',53,1,0,0,0,43,0,1,0,2,0,0,53,46,0,1,
68,114,1,S. 1,"March 4, 2015,  02:20 PM",On Overriding the Veto S. 1,"Shall the Bill S.1 Pass, Over the Objections of the President",A bill to approve the Keystone XL Pipeline.,"Veto Sustained (62-37, 2/3 majority required)",'2/3',54,0,0,0,8,35,0,1,0,2,0,0,62,37,0,1,
69,114,1,PN62,"March 9, 2015,  05:32 PM",On the Nomination PN62,"Confirmation of Daniel Henry Marti, of Virginia, to be Intellectual Property Enforcement Coordinator","Daniel Henry Marti, of Virginia, to be Intellectual Property Enforcement Coordinator, Executive Office of the President",Nomination Confirmed (92-0),'1/2',48,0,0,6,42,0,0,2,2,0,0,0,92,0,0,8,
70,114,1,PN173,"March 12, 2015,  02:11 PM",On the Nomination PN173,"Confirmation Christopher A. Hart, of Colorado, to be Chairman of the National Transportation Safety Board","Christopher A. Hart, of Colorado, to be Chairman of the National Transportation Safety Board for a term of two years",Nomination Confirmed (97-0),'1/2',53,0,0,1,43,0,0,1,1,0,0,1,97,0,0,3,
71,114,1,PN68,"March 16, 2015,  05:31 PM",On the Nomination PN68,"Confirmation Carlos A. Monje, Jr., of Louisiana, to be an Assistant Secretary of Transportation","Carlos A. Monje, Jr., of Louisiana, to be an Assistant Secretary of Transportation",Nomination Confirmed (94-0),'1/2',49,0,0,5,44,0,0,0,1,0,0,1,94,0,0,6,
72,114,1,S. 178,"March 17, 2015,  11:01 AM",On the Cloture Motion S. 178,Motion to Invoke Cloture on the Committee Reported Substitute Amendment to S.178,A bill to provide justice for the victims of trafficking.,"Cloture Motion Rejected (55-43, 3/5 majority required)",'3/5',51,1,0,2,4,40,0,0,0,2,0,0,55,43,0,2,
73,114,1,S. 178,"March 17, 2015,  11:29 AM",On the Cloture Motion S. 178,Motion to Invoke Cloture on S.178,A bill to provide justice for the victims of trafficking.,"Cloture Motion Rejected (55-43, 3/5 majority required)",'3/5',51,1,0,2,4,40,0,0,0,2,0,0,55,43,0,2,
74,114,1,S. 178,"March 18, 2015,  02:08 PM",On the Cloture Motion S. 178,"Upon Reconsideration, Motion to Invoke Cloture on the Committee Reported Substitute Amdt. to S.178",A bill to provide justice for the victims of trafficking.,"Cloture Motion Rejected (57-41, 3/5 majority required)",'3/5',53,0,0,1,4,39,0,1,0,2,0,0,57,41,0,2,
75,114,1,S. 178,"March 19, 2015,  12:00 PM",On the Cloture Motion S. 178,Motion to Invoke Cloture on the Committee Reported Substitute Amdt. to S. 178,A bill to provide justice for the victims of trafficking.,"Cloture Motion Rejected (56-42, 3/5 majority required)",'3/5',52,1,0,1,4,39,0,1,0,2,0,0,56,42,0,2,
76,114,1,S. 178,"March 19, 2015,  12:33 PM",On the Cloture Motion S. 178,Motion to Invoke Cloture on S.178,A bill to provide justice for the victims of trafficking.,"Cloture Motion Rejected (56-42, 3/5 majority required)",'3/5',52,1,0,1,4,39,0,1,0,2,0,0,56,42,0,2,
77,114,1,PN130,"March 23, 2015,  05:30 PM",On the Nomination PN130,"Confirmation of William P. Doyle, of Pennsylvania, to be a Federal Maritime Commissioner","William P. Doyle, of Pennsylvania, to be a Federal Maritime Commissioner for a term expiring June 30, 2018",Nomination Confirmed (89-0),'1/2',44,0,0,10,43,0,0,1,2,0,0,0,89,0,0,11,
