Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
52,110,1,H.Con.Res. 67,"February 17, 2007,  02:18 PM",On Passage of the Bill H.Con.Res. 67,H.Con.Res. 67,A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.,Bill Passed (47-33),'1/2',2,31,0,16,43,2,0,4,2,0,0,0,47,33,0,20,
53,110,1,S. 4,"February 27, 2007,  02:29 PM",On the Cloture Motion S. 4,Motion to Invoke Cloture on the Motion to Proceed to S. 4,"A bill to make the United States more secure by implementing unfinished recommendations of the 9/11 Commission to fight the war on terror more effectively, to improve homeland security, and for other purposes.","Cloture Motion Agreed to (97-0, 3/5 majority required)",'3/5',49,0,0,0,46,0,0,3,2,0,0,0,97,0,0,3,
54,110,1,,"February 28, 2007,  05:29 PM",On the Amendment S.Amdt. 285 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Inouye Amdt. No. 285,To specify the criminal offenses that disqualify an applicant from the receipt of a transportation security card.,Amendment Agreed to (58-37),'1/2',10,37,0,2,46,0,0,3,2,0,0,0,58,37,0,5,
55,110,1,,"February 28, 2007,  05:54 PM",On the Amendment S.Amdt. 279 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),DeMint Amdt. No. 279 As Modified,To specify the criminal offenses that disqualify an applicant from the receipt of a transportation security card.,Amendment Agreed to (94-2),'1/2',45,2,0,2,47,0,0,2,2,0,0,0,94,2,0,4,
56,110,1,,"March 1, 2007,  04:48 PM",On the Motion to Table S.Amdt. 298 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Schumer Amdt. No. 298,To strengthen the security of cargo containers.,Motion to Table Agreed to (58-38),'1/2',45,1,0,3,12,36,0,1,1,1,0,0,58,38,0,4,
57,110,1,,"March 2, 2007,  10:02 AM",On the Amendment S.Amdt. 292 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Sununu Amdt. No. 292,"To expand the reporting requirement on cross border interoperability, and to prevent lengthy delays in the accessing frequencies and channels for public safety communication users and others.",Amendment Agreed to (82-0),'1/2',37,0,0,12,43,0,0,6,2,0,0,0,82,0,0,18,
58,110,1,,"March 2, 2007,  10:26 AM",On the Amendment S.Amdt. 280 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Salazar Amdt. No. 280,To create a Rural Policing Institute as part of the Federal Law Enforcement Training Center.,Amendment Agreed to (82-1),'1/2',36,1,0,12,44,0,0,5,2,0,0,0,82,1,0,17,
59,110,1,PN104,"March 5, 2007,  05:49 PM",On the Nomination PN104,"Confirmation Carl J. Artman, of Colorado, to be Assistant Secretary of the Interior","Carl Joseph Artman, of Colorado, to be an Assistant Secretary of the Interior",Nomination Confirmed (87-1),'1/2',44,1,0,4,41,0,0,8,2,0,0,0,87,1,0,12,
60,110,1,,"March 6, 2007,  12:00 PM",On the Motion to Table S.Amdt. 314 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table DeMint Amdt. No. 314,To strike the provision that revises the personnel management practices of the Transportation Security Administration.,Motion to Table Agreed to (51-46),'1/2',1,46,0,2,48,0,0,1,2,0,0,0,51,46,0,3,
61,110,1,,"March 6, 2007,  05:34 PM",On the Motion to Table S.Amdt. 335 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Feinstein Amdt. No. 335,"To improve the allocation of grants through the Department of Homeland Security, and for other purposes.",Motion to Table Agreed to (56-43),'1/2',29,20,0,0,25,23,0,1,2,0,0,0,56,43,0,1,
62,110,1,,"March 6, 2007,  06:00 PM",On the Motion to Table S.Amdt. 338 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Obama Amdt. No. 338,To require consideration of high-risk qualifying criteria in allocating funds under the State Homeland Security Grant Program.,Motion to Table Agreed to (58-41),'1/2',35,14,0,0,21,27,0,1,2,0,0,0,58,41,0,1,
63,110,1,,"March 6, 2007,  06:17 PM",On the Amendment S.Amdt. 333 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Leahy Amdt. No. 333,To increase the minimum allocation for States under the State Homeland Security Grant Program.,Amendment Rejected (49-50),'1/2',22,27,0,0,26,22,0,1,1,1,0,0,49,50,0,1,
64,110,1,,"March 7, 2007,  01:22 PM",On the Amendment S.Amdt. 316 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),McCaskill Amdt. No. 316 As Modified,To provide appeal rights and employee engagement mechanisms for passenger and property screeners.,Amendment Agreed to (51-48),'1/2',1,48,0,0,48,0,0,1,2,0,0,0,51,48,0,1,
65,110,1,,"March 7, 2007,  02:12 PM",On the Amendment S.Amdt. 342 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Collins Amdt. No. 342,"To provide certain employment rights and an employee engagement mechanism for passenger and property screeners, and for other purposes.",Amendment Rejected (47-52),'1/2',47,2,0,0,0,48,0,1,0,2,0,0,47,52,0,1,
66,110,1,,"March 7, 2007,  06:16 PM",On the Motion to Table S.Amdt. 345 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Coburn Amdt. No. 345,"To authorize funding for the Emergency Communications and Interoperability Grants program, to require the Secretary to examine the possibility of allowing commercial entities to develop public safety communications networks, and for other purposes.",Motion to Table Agreed to (71-25),'1/2',22,25,0,2,47,0,0,2,2,0,0,0,71,25,0,4,
67,110,1,PN19,"March 8, 2007,  06:36 PM",On the Nomination PN19,"John Alfred Jarvey, of Iowa, to be U.S. District Judge for the Southern District of Iowa","John Alfred Jarvey, of Iowa, to be United States District Judge for the Southern District of Iowa",Nomination Confirmed (95-0),'1/2',47,0,0,2,46,0,0,3,2,0,0,0,95,0,0,5,
68,110,1,,"March 9, 2007,  09:30 AM",On the Cloture Motion S.Amdt. 312 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),"Motion to Invoke Cloture on Cornyn Amdt. No. 312, As Modified","To prohibit the recruitment of persons to participate in terrorism, to clarify that the revocation of an alien's visa or other documentation is not subject to judicial review, to strengthen the Federal Government's ability to detain dangerous criminal aliens, including murderers, rapists, and child molesters, until they can be removed from the United States, to prohibit the rewarding of suicide bombings and allow adequate punishments for terrorists murders, kidnappings, and sexual assaults, and for other purposes.","Cloture Motion Rejected (46-49, 3/5 majority required)",'3/5',45,1,0,3,1,46,0,2,0,2,0,0,46,49,0,5,
69,110,1,,"March 9, 2007,  09:56 AM",On the Cloture Motion S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),"Motion to Invoke Cloture on Reid Amdt. No. 275, As Amended",In the nature of a substitute.,"Cloture Motion Agreed to (69-26, 3/5 majority required)",'3/5',20,26,0,3,47,0,0,2,2,0,0,0,69,26,0,5,
70,110,1,,"March 13, 2007,  11:47 AM",On the Motion to Table S.Amdt. 294 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Coburn Amdt. No. 294,"To provide that the provisions of the Act shall cease to have any force or effect on and after December, 31, 2012, to ensure congressional review and oversight of the Act.",Motion to Table Agreed to (60-38),'1/2',13,35,0,1,45,3,0,1,2,0,0,0,60,38,0,2,
71,110,1,,"March 13, 2007,  12:34 PM",On the Motion to Table S.Amdt. 325 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Coburn Amdt. No. 325,To ensure the fiscal integrity of grants awarded by the Department of Homeland Security.,Motion to Table Agreed to (66-31),'1/2',22,25,0,2,42,6,0,1,2,0,0,0,66,31,0,3,
72,110,1,,"March 13, 2007,  04:20 PM",On the Motion to Table S.Amdt. 383 to S.Amdt. 275 to S. 4 (Improving America's Security Act of 2007),Motion to Table Biden Amdt. No. 383,"To require the Secretary of Homeland Security to develop regulations regarding the transportation of high hazard materials, and for other purposes.",Motion to Table Agreed to (73-25),'1/2',47,1,0,1,25,23,0,1,1,1,0,0,73,25,0,2,
73,110,1,S. 4,"March 13, 2007,  05:11 PM",On Passage of the Bill S. 4,S. 4 As Amended,"A bill to make the United States more secure by implementing unfinished recommendations of the 9/11 Commission to fight the war on terror more effectively, to improve homeland security, and for other purposes.",Bill Passed (60-38),'1/2',10,38,0,1,48,0,0,1,2,0,0,0,60,38,0,2,
74,110,1,S.J.Res. 9,"March 14, 2007,  11:17 AM",On the Cloture Motion S.J.Res. 9,Motion to Invoke Cloture on the Motion to Proceed to Consider S. J. Res. 9,A joint resolution to revise United States policy on Iraq.,"Cloture Motion Agreed to (89-9, 3/5 majority required)",'3/5',40,9,0,0,47,0,0,2,2,0,0,0,89,9,0,2,
75,110,1,S.J.Res. 9,"March 15, 2007,  03:51 PM",On the Joint Resolution S.J.Res. 9,S. J. Res. 9,A joint resolution to revise United States policy on Iraq.,"Joint Resolution Defeated (48-50, 3/5 majority required)",'3/5',1,47,0,1,46,2,0,1,1,1,0,0,48,50,0,2,
76,110,1,S.Res. 107,"March 15, 2007,  04:18 PM",On the Resolution S.Res. 107,S. Res. 107,A resolution expressing the sense of the Senate that no action should be taken to undermine the safety of the Armed Forces of the United States or impact their ability to complete their assigned or future missions.,"Resolution Agreed to (96-2, 3/5 majority required)",'3/5',46,2,0,1,48,0,0,1,2,0,0,0,96,2,0,2,
77,110,1,S.Con.Res. 20,"March 15, 2007,  04:40 PM",On the Concurrent Resolution S.Con.Res. 20,S. Con. Res. 20,A concurrent resolution expressing the sense of Congress that no funds should be cut off or reduced for American Troops in the field which would result in undermining their safety or their ability to complete their assigned mission.,"Concurrent Resolution Agreed to (82-16, 3/5 majority required)",'3/5',47,1,0,1,34,14,0,1,1,1,0,0,82,16,0,2,
78,110,1,PN8,"March 15, 2007,  05:01 PM",On the Nomination PN8,"Confirmation Thomas M. Hardiman, of Pennsylvania, to be U.S. Circuit Judge","Thomas M. Hardiman, of Pennsylvania, to be United States Circuit Judge for the Third Circuit",Nomination Confirmed (95-0),'1/2',46,0,0,3,47,0,0,2,2,0,0,0,95,0,0,5,
