Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
35,116,2,PN1325,"February 10, 2020,  05:31 PM",On the Cloture Motion PN1325, Motion to Invoke Cloture: Andrew Lynn Brasher to be United States Circuit Judge for the Eleventh Circuit,"Andrew Lynn Brasher, of Alabama, to be United States Circuit Judge for the Eleventh Circuit",Cloture Motion Agreed to (46-41),'1/2',46,0,0,7,0,40,0,5,0,1,0,1,46,41,0,13,
36,116,2,PN1325,"February 11, 2020,  02:15 PM",On the Nomination PN1325,"Confirmation: Andrew Lynn Brasher, of Alabama, to be U.S. Circuit Judge for the Eleventh Circuit","Andrew Lynn Brasher, of Alabama, to be United States Circuit Judge for the Eleventh Circuit",Nomination Confirmed (52-43),'1/2',52,0,0,1,0,42,0,3,0,1,0,1,52,43,0,5,
37,116,2,PN1326,"February 11, 2020,  02:14 PM",On the Cloture Motion PN1326,Motion to Invoke Cloture: Joshua M. Kindred to be U.S. District Judge for the District of Alaska,"Joshua M. Kindred, of Alaska, to be United States District Judge for the District of Alaska",Cloture Motion Agreed to (52-41),'1/2',51,0,0,2,1,40,0,4,0,1,0,1,52,41,0,7,
38,116,2,PN1327,"February 11, 2020,  02:59 PM",On the Cloture Motion PN1327,Motion to Invoke Cloture: Matthew Thomas Schelp to be U.S. District Judge for the Eastern District of Missouri,"Matthew Thomas Schelp, of Missouri, to be United States District Judge for the Eastern District of Missouri",Cloture Motion Agreed to (72-22),'1/2',52,0,0,1,19,22,0,4,1,0,0,1,72,22,0,6,
39,116,2,PN894,"February 11, 2020,  03:23 PM",On the Cloture Motion PN894,Motion to Invoke Cloture: John Fitzgerald Kness to be U.S. District Judge for the Northern District of Illinois,"John Fitzgerald Kness, of Illinois, to be United States District Judge for the Northern District of Illinois",Cloture Motion Agreed to (82-12),'1/2',52,0,0,1,29,12,0,4,1,0,0,1,82,12,0,6,
40,116,2,PN229,"February 11, 2020,  03:41 PM",On the Cloture Motion PN229,Motion to Invoke Cloture: Philip M. Halpern to be U.S. District Judge for the Southern District of New York,"Philip M. Halpern, of New York, to be United States District Judge for the Southern District of New York",Cloture Motion Agreed to (75-18),'1/2',51,0,0,2,23,18,0,4,1,0,0,1,75,18,0,7,
41,116,2,PN1326,"February 12, 2020,  10:36 AM",On the Nomination PN1326,"Confirmation: Joshua M. Kindred, of Alaska, to be U.S. District Judge for the District of Alaska","Joshua M. Kindred, of Alaska, to be United States District Judge for the District of Alaska",Nomination Confirmed (54-41),'1/2',52,0,0,1,2,40,0,3,0,1,0,1,54,41,0,5,
42,116,2,PN1327,"February 12, 2020,  11:09 AM",On the Nomination PN1327,"Confirmation: Matthew Thomas Schelp, of Missouri, to be U.S. District Judge for the Eastern District of Missouri","Matthew Thomas Schelp, of Missouri, to be United States District Judge for the Eastern District of Missouri",Nomination Confirmed (72-23),'1/2',52,0,0,1,19,23,0,3,1,0,0,1,72,23,0,5,
43,116,2,PN894,"February 12, 2020,  11:31 AM",On the Nomination PN894,"Confirmation: John Fitzgerald Kness, of Illinois, to be U.S. District Judge for the Northern District of Illinois","John Fitzgerald Kness, of Illinois, to be United States District Judge for the Northern District of Illinois",Nomination Confirmed (81-12),'1/2',51,0,0,2,29,12,0,4,1,0,0,1,81,12,0,7,
44,116,2,PN229,"February 12, 2020,  11:51 AM",On the Nomination PN229,"Confirmation: Philip M. Halpern, of New York, to be U.S. District Judge for the Southern District of New York","Philip M. Halpern, of New York, to be United States District Judge for the Southern District of New York",Nomination Confirmed (77-19),'1/2',53,0,0,0,23,19,0,3,1,0,0,1,77,19,0,4,
45,116,2,S.J.Res. 68,"February 12, 2020,  02:00 PM",On the Motion to Proceed S.J.Res. 68,Motion to Proceed to S.J. Res. 68,A joint resolution to direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.,Motion to Proceed Agreed to (51-45),'1/2',8,45,0,0,42,0,0,3,1,0,0,1,51,45,0,4,
46,116,2,,"February 13, 2020,  10:39 AM",On the Amendment S.Amdt. 1301 to S.J.Res. 68 (No short title on file),Cruz Amdt. No. 1301,To amend the findings.,Amendment Agreed to (64-34),'1/2',53,0,0,0,10,34,0,1,1,0,0,1,64,34,0,2,
47,116,2,,"February 13, 2020,  11:11 AM",On the Amendment S.Amdt. 1322 to S.J.Res. 68 (No short title on file),Reed Amdt. No. 1322,To amend the findings.,Amendment Agreed to (99-0),'1/2',53,0,0,0,44,0,0,1,2,0,0,0,99,0,0,1,
48,116,2,,"February 13, 2020,  11:34 AM",On the Motion to Table S.Amdt. 1305 to S.J.Res. 68 (No short title on file),Motion to Table Cotton Amdt. No. 1305,To exempt from the termination requirement United States Armed Forces engaged in operations directed at designated terrorist organizations.,Motion to Table Agreed to (54-46),'1/2',7,46,0,0,45,0,0,0,2,0,0,0,54,46,0,0,
49,116,2,,"February 13, 2020,  11:58 AM",On the Amendment S.Amdt. 1314 to S.J.Res. 68 (No short title on file),Risch Amdt. No. 1314,To amend the findings.,Amendment Agreed to (93-7),'1/2',53,0,0,0,39,6,0,0,1,1,0,0,93,7,0,0,
50,116,2,,"February 13, 2020,  12:18 PM",On the Motion to Table S.Amdt. 1320 to S.J.Res. 68 (No short title on file),Motion to Table Rubio Amdt. No. 1320,To amend the findings.,Motion to Table Agreed to (54-46),'1/2',7,46,0,0,45,0,0,0,2,0,0,0,54,46,0,0,
51,116,2,,"February 13, 2020,  12:39 PM",On the Motion to Table S.Amdt. 1319 to S.J.Res. 68 (No short title on file),Motion to Table Sullivan Amdt. No. 1319,To amend the rule of construction.,Motion to Table Agreed to (51-49),'1/2',4,49,0,0,45,0,0,0,2,0,0,0,51,49,0,0,
52,116,2,S.J.Res. 68,"February 13, 2020,  01:37 PM",On the Joint Resolution S.J.Res. 68,S.J. Res. 68 As Amended,A joint resolution to direct the removal of United States Armed Forces from hostilities against the Islamic Republic of Iran that have not been authorized by Congress.,Joint Resolution Passed (55-45),'1/2',8,45,0,0,45,0,0,0,2,0,0,0,55,45,0,0,
53,116,2,PN854,"February 24, 2020,  05:34 PM",On the Cloture Motion PN854, Motion to Invoke Cloture: Robert Anthony Molloy to be Judge for the District Court of the Virgin Islands,"Robert Anthony Molloy, of the Virgin Islands, to be Judge for the District Court of the Virgin Islands for a term of ten years",Cloture Motion Agreed to (88-1),'1/2',47,0,0,6,40,1,0,4,1,0,0,1,88,1,0,11,
54,116,2,PN854,"February 25, 2020,  11:30 AM",On the Nomination PN854,"Confirmation: Robert Anthony Molloy, of the Virgin Islands, to be Judge for the District Court of the Virgin Islands","Robert Anthony Molloy, of the Virgin Islands, to be Judge for the District Court of the Virgin Islands for a term of ten years",Nomination Confirmed (97-0),'1/2',53,0,0,0,43,0,0,2,1,0,0,1,97,0,0,3,
55,116,2,PN1168,"February 25, 2020,  12:10 PM",On the Cloture Motion PN1168,Motion to Invoke Cloture: Silvia Carreno-Coll to be U.S. District Judge for the District of Puerto Rico,"Silvia Carreno-Coll, of Puerto Rico, to be United States District Judge for the District of Puerto Rico",Cloture Motion Agreed to (96-1),'1/2',53,0,0,0,42,1,0,2,1,0,0,1,96,1,0,3,
56,116,2,PN1332,"February 25, 2020,  12:32 PM",On the Cloture Motion PN1332,Motion to Invoke Cloture: Katharine MacGregor to be Deputy Secretary of the Interior,"Katharine MacGregor, of Pennsylvania, to be Deputy Secretary of the Interior",Cloture Motion Agreed to (59-38),'1/2',53,0,0,0,5,38,0,2,1,0,0,1,59,38,0,3,
57,116,2,S. 3275,"February 25, 2020,  03:31 PM",On the Cloture Motion S. 3275,Motion to Invoke Cloture: Motion to Proceed to S. 3275,"A bill to amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes.","Cloture Motion Rejected (53-44, 3/5 majority required)",'3/5',51,2,0,0,2,41,0,2,0,1,0,1,53,44,0,3,
58,116,2,S. 311,"February 25, 2020,  04:06 PM",On the Cloture Motion S. 311,Motion to Invoke Cloture: Motion to Proceed to S. 311,"A bill to amend title 18, United States Code, to prohibit a health care practitioner from failing to exercise the proper degree of care in the case of a child who survives an abortion or attempted abortion.","Cloture Motion Rejected (56-41, 3/5 majority required)",'3/5',53,0,0,0,3,40,0,2,0,1,0,1,56,41,0,3,
59,116,2,PN1168,"February 25, 2020,  04:33 PM",On the Nomination PN1168,"Confirmation: Silvia Carreno-Coll, of Puerto Rico, to be U.S. District Judge for the District of Puerto Rico","Silvia Carreno-Coll, of Puerto Rico, to be United States District Judge for the District of Puerto Rico",Nomination Confirmed (96-0),'1/2',53,0,0,0,42,0,0,3,1,0,0,1,96,0,0,4,
60,116,2,PN1332,"February 25, 2020,  04:51 PM",On the Nomination PN1332,"Confirmation: Katharine MacGregor, of Pennsylvania, to be Deputy Secretary of the Interior","Katharine MacGregor, of Pennsylvania, to be Deputy Secretary of the Interior",Nomination Confirmed (58-38),'1/2',53,0,0,0,4,38,0,3,1,0,0,1,58,38,0,4,
61,116,2,PN365,"February 25, 2020,  05:11 PM",On the Cloture Motion PN365,Motion to Invoke Cloture: Travis Greaves to be a Judge of the United States Tax Court,"Travis Greaves, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years",Cloture Motion Agreed to (91-5),'1/2',53,0,0,0,37,5,0,3,1,0,0,1,91,5,0,4,
62,116,2,PN365,"February 27, 2020,  01:47 PM",On the Nomination PN365,"Confirmation: Travis Greaves, of the District of Columbia, to be a Judge for the U.S. Tax Court","Travis Greaves, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years",Nomination Confirmed (85-3),'1/2',49,0,0,4,35,3,0,7,1,0,0,1,85,3,0,12,
63,116,2,S. 2657,"March 2, 2020,  05:32 PM",On Cloture on the Motion to Proceed S. 2657,Motion to Invoke Cloture: Motion to Proceed to S. 2657,"A bill to support innovation in advanced geothermal research and development, and for other purposes.","Cloture on the Motion to Proceed Agreed to (84-3, 3/5 majority required)",'3/5',43,2,0,8,40,1,0,4,1,0,0,1,84,3,0,13,
64,116,2,S. 2657,"March 4, 2020,  10:32 AM",On the Motion to Proceed S. 2657,Motion to Proceed to S. 2657,"A bill to support innovation in advanced geothermal research and development, and for other purposes.",Motion to Proceed Agreed to (90-4),'1/2',48,3,0,2,41,1,0,3,1,0,0,1,90,4,0,6,
65,116,2,,"March 5, 2020,  11:59 AM",On the Motion to Table S.Amdt. 1506 to H.R. 6074 (No short title on file),Motion to Table Paul Amdt. No. 1506,To rescind unobligated balances for certain international programs to offset the amounts appropriated in this bill to respond to the coronavirus outbreak.,Motion to Table Agreed to (81-15),'1/2',37,15,0,1,43,0,0,2,1,0,0,1,81,15,0,4,
66,116,2,H.R. 6074,"March 5, 2020,  01:44 PM",On Passage of the Bill H.R. 6074,H.R. 6074,"A bill making emergency supplemental appropriations for the fiscal year ending September 30, 2020, and for other purposes.","Bill Passed (96-1, 3/5 majority required)",'3/5',51,1,0,1,44,0,0,1,1,0,0,1,96,1,0,3,
67,116,2,,"March 9, 2020,  05:32 PM",On the Cloture Motion S.Amdt. 1407 to S. 2657 (Advanced Geothermal Innovation Leadership Act of 2019),"Motion to Invoke Cloture on  Amdt. No. 1407, As Modified, to S.2657",In the nature of a substitute.,"Cloture Motion Rejected (47-44, 3/5 majority required)",'3/5',33,16,0,4,13,28,0,4,1,0,0,1,47,44,0,9,
68,116,2,S. 2657,"March 9, 2020,  06:11 PM",On the Cloture Motion S. 2657,Motion to Invoke Cloture on S. 2657,"A bill to support innovation in advanced geothermal research and development, and for other purposes.","Cloture Motion Rejected (15-73, 3/5 majority required)",'3/5',15,31,0,7,0,41,0,4,0,1,0,1,15,73,0,12,
69,116,2,S.J.Res. 56,"March 10, 2020,  05:09 PM",On the Motion to Proceed S.J.Res. 56,Motion To Proceed To: S.J. Res. 56,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Borrower Defense Institutional Accountability"".",Motion to Proceed Agreed to (55-41),'1/2',10,41,0,2,44,0,0,1,1,0,0,1,55,41,0,4,
70,116,2,H.J.Res. 76,"March 11, 2020,  12:01 PM",On the Joint Resolution H.J.Res. 76,H.J. Res. 76,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Borrower Defense Institutional Accountability"".",Joint Resolution Passed (53-42),'1/2',10,42,0,1,42,0,0,3,1,0,0,1,53,42,0,5,
71,116,2,PN1498,"March 12, 2020,  11:45 AM",On the Cloture Motion PN1498,Motion to Invoke Cloture: James P. Danly to be a Member of the Federal Energy Regulatory Commission,"James P. Danly, of Tennessee, to be a Member of the Federal Energy Regulatory Commission for the remainder of the term expiring June 30, 2023",Cloture Motion Agreed to (54-40),'1/2',51,0,0,2,3,39,0,3,0,1,0,1,54,40,0,6,
72,116,2,PN1498,"March 12, 2020,  01:46 PM",On the Nomination PN1498,"Confirmation: James P. Danly, of Tennessee, to be a Member of the Federal Energy Regulatory Commission","James P. Danly, of Tennessee, to be a Member of the Federal Energy Regulatory Commission for the remainder of the term expiring June 30, 2023",Nomination Confirmed (52-40),'1/2',49,0,0,4,3,39,0,3,0,1,0,1,52,40,0,8,
73,116,2,,"March 18, 2020,  12:06 PM",On the Amendment S.Amdt. 1556 to H.R. 6201 (Families First Coronavirus Response Act),Paul Amdt. No. 1556,"To amend the Internal Revenue Code of 1986 to require a social security number for purposes of the child tax credit, to provide the President the authority to transfer funds as necessary, and to terminate United States military operations and reconstruction activities in Afghanistan.","Amendment Rejected (3-95, 3/5 majority required)",'3/5',3,48,0,2,0,45,0,0,0,2,0,0,3,95,0,2,
74,116,2,,"March 18, 2020,  02:05 PM",On the Amendment S.Amdt. 1559 to H.R. 6201 (Families First Coronavirus Response Act),Murray Amdt. No.1559,To provide Americans with paid sick time and paid leave so that they can address their own health needs and the health needs of their families.,"Amendment Rejected (47-51, 3/5 majority required)",'3/5',0,51,0,2,45,0,0,0,2,0,0,0,47,51,0,2,
75,116,2,,"March 18, 2020,  02:53 PM",On the Amendment S.Amdt. 1558 to H.R. 6201 (Families First Coronavirus Response Act),Johnson Amdt. No.1558,To strike Federally mandated sick pay and paid family leave and replace it with financial support provided through State administered unemployment insurance systems and funds.,"Amendment Rejected (50-48, 3/5 majority required)",'3/5',48,3,0,2,2,43,0,0,0,2,0,0,50,48,0,2,
76,116,2,H.R. 6201,"March 18, 2020,  03:32 PM",On Passage of the Bill H.R. 6201,H.R. 6201,"A bill making emergency supplemental appropriations for the fiscal year ending September 30, 2020, and for other purposes.","Bill Passed (90-8, 3/5 majority required)",'3/5',43,8,0,2,45,0,0,0,2,0,0,0,90,8,0,2,
77,116,2,H.R. 748,"March 22, 2020,  06:03 PM",On Cloture on the Motion to Proceed H.R. 748,Motion to Invoke Cloture: Re: Motion to Proceed to H.R. 748,A bill to amend the Internal Revenue Code of 1986 to repeal the excise tax on high cost employer-sponsored health coverage.,"Cloture on the Motion to Proceed Rejected (47-47, 3/5 majority required)",'3/5',47,1,0,5,0,45,0,0,0,1,0,1,47,47,0,6,
78,116,2,H.R. 748,"March 23, 2020,  01:29 PM",On Cloture on the Motion to Proceed H.R. 748,"Upon Reconsideration, Motion to Invoke Cloture on the Motion to Proceed to H.R. 748",A bill to amend the Internal Revenue Code of 1986 to repeal the excise tax on high cost employer-sponsored health coverage.,"Cloture on the Motion to Proceed Rejected (49-46, 3/5 majority required)",'3/5',48,0,0,5,1,44,0,0,0,2,0,0,49,46,0,5,
79,116,2,,"March 25, 2020,  10:41 PM",On the Amendment S.Amdt. 1577 to S.Amdt. 1578 to H.R. 748 (Middle Class Health Benefits Tax Repeal Act of 2019),Sasse Amdt No.1577,To ensure that additional unemployment benefits do not result in an individual receiving unemployment compensation that is more than the amount of wages the individual was earning prior to becoming unemployed.,"Amendment Rejected (48-48, 3/5 majority required)",'3/5',47,2,0,4,1,44,0,0,0,2,0,0,48,48,0,4,
